Token	Class
Κουρίων	Noun-M
κέρμα	Noun-N
φορτίς	Noun-F
Δολοβέλλας	Noun-M
γύαλον	Noun-N
Ἀφράνιος	Noun-M
Φιλόστρατος	Noun-M
Μαντώ	Noun-F
ἐπιτολμάω	Verb
ἀνειμένος	Adverb
Γαζάρ	Noun-M
διαναυμαχέω	Verb
μωραίνω	Verb
Κεγχρεαί	Noun-F
ἀτριβής	Adjective
μικρολόγος	Adjective
Διονυσιακός	Adjective
ἀβοήθητος	Adjective
ἐπιθαλάσσιος	Adjective
ἀσύνθετος	Adjective
Μαθθίας	Noun-M
Λίνδος	Noun-F
ὁμόδουλος	Noun-M
Χαμ	Noun-M
μαντοσύνη	Noun-F
ἀγχέμαχος	Adjective
Βακχίς	Noun-F
πανώλεθρος	Adjective
ἀναστενάζω	Verb
πεντάς	Noun-F
σκάρος	Noun-M
στακτή	Noun-F
γαλαθηνός	Adjective
στολίζω	Verb
συνδιαφέρω	Verb
κοιλότης	Noun-F
Κόρυδος	Noun-M
θαλαμήπολος	Noun-F
βελόνη	Noun-F
συμμετέχω	Verb
πολιοῦχος	Adjective
κοίλωμα	Noun-N
δάκος	Noun-N
χρηματιστής	Noun-M
κρύβδην	Adverb
λῦμα	Noun-N
μυρεψός	Noun-M
ἀνασκοπέω	Verb
γρύψ	Noun-M
ἀμφικύπελλος	Adjective
Πρωτογένης	Noun-M
μελίφρων	Noun-M
ἄοικος	Adjective
Κινησίας	Noun-M
θεμιστεύω	Verb
ἄζυξ	Adjective
ἄκλαυστος	Adjective
περικτίονες	Noun-M
Τιμόμαχος	Noun-M
ἀργυρόηλος	Adjective
διαψηφίζω	Verb
βλάστη	Noun-F
ὑπονοστέω	Verb
φυγαδευτήριον	Noun-N
λιτανεύω	Verb
ἐντρίβω	Verb
ἐκτυφλόω	Verb
δευτερεύω	Verb
ἀμαλδύνω	Verb
αἰώρα	Noun-F
κύμινον	Noun-N
δράξ	Noun-F
ἀπροσδεής	Adjective
γραμματοφόρος	Noun-M
Λευκή	Noun-F
ὑπέκκαυμα	Noun-N
ἐγκαινίζω	Verb
ὀψαρτυτικός	Adjective
ἀμάρτυρος	Adjective
διαπέρθω	Verb
Γρᾶτος	Noun-M
πλεονασμός	Noun-M
σατραπεύω	Verb
Ὁρτήσιος	Noun-M
Σπιθριδάτης	Noun-M
ἀπεψία	Noun-F
Αβδεναγω	Noun-M
πένταθλος	Noun-M
ἐπιβήτωρ	Noun-M
Ἄρκτος	Noun-M
Εὖρος	Noun-M
συνεκπλέω	Verb
παράφορος	Adjective
συμμεταβάλλω	Verb
κόγχος	Noun-M
παραναγιγνώσκω	Verb
Στρατόνικος	Noun-M
ἀποχειροτονέω	Verb
πλάσις	Noun-F
ῥόμβος	Noun-M
πολυήρατος	Adjective
ἐνοικοδομέω	Verb
Πλάκιδος	Noun-M
κραυγάζω	Verb
Καρνεάδης	Noun-M
χρειώδης	Adjective
ψευδώνυμος	Adjective
ἀγρώσσω	Verb
σύγκλυς	Noun-M
Κίρρα	Noun-F
Ἁλικαρνασσεύς	Noun-M
ἀδήριτος	Adjective
συναποστέλλω	Verb
Ἐτεόνικος	Noun-M
Ἡράκλειον	Noun-N
ἀήθεια	Noun-F
Ἀρτέμων	Noun-M
μισοπονηρία	Noun-F
Αβιουδ	Noun-M
δύσνοια	Noun-F
ἀπολάμπω	Verb
Σοκχωθ	Noun-F
μεταλήγω	Verb
φειδωλός	Adjective
κηρύκειον	Noun-N
παρεπιδημέω	Verb
Ιωβαβ	Noun-M
Ἰωάκειμος	Noun-M
ὁμός	Adjective
κατειρωνεύομαι	Verb
θαμίζω	Verb
μεταίχμιος	Noun-N
Πάγγαιον	Noun-N
αὐτόχθονος	Adjective
Βηθανία	Noun-F
Ἐσθῆρα	Noun-F
ἐπιδεής	Adjective
ἀκαταστασία	Noun-F
Σιτάλκας	Noun-M
καθαριότης	Noun-F
γαυρόω	Verb
προσφερής	Adjective
ἐπιδακρύω	Verb
δίστομος	Adjective
ἐραστός	Adjective
προσδόκιμος	Adjective
Θηριππίδης	Noun-M
μαλάχη	Noun-F
διόρισις	Noun-M
αἴθε	Conjunction
Μαναῆμος	Noun-M
εἷος	Conjunction
ἐμπτύω	Verb
βατίς	Noun-F
ἀνάτασις	Noun-F
Ἄλτις	Noun-F
Χρυσίς	Noun-F
ἀπειλητήρ	Noun-M
συνασπίζω	Verb
καταφερής	Adjective
Σιναῖον	Noun-N
καταιτιάομαι	Verb
Βοιωταρχέω	Verb
Ἀρμένιον	Noun-N
Ἱπποκόων	Noun-M
ὑπερπέτομαι	Verb
ἀψοφητί	Adverb
Αωδ	Noun-M
διχόθεν	Adverb
κίστη	Noun-F
ἀποσκοπέω	Verb
καθομολογέω	Verb
κραιπαλάω	Verb
ὁθούνεκα	Conjunction
ἀνταλλάσσω	Verb
ἐπιβάθρα	Noun-F
κότινος	Noun-M
σύσκιος	Adjective
ἄσχολος	Adjective
συριγμός	Noun-M
κίδαρις	Noun-F
ἁμαρτάς	Noun-F
συνδυάζω	Verb
κρεμαστός	Adjective
ἔμπυος	Adjective
τρίμηνος	Adjective
ὑποκαίω	Verb
Ἀρχιμήδης	Noun-M
ἐπισφάζω	Verb
Πήγασος	Noun-M
ἐντανύω	Verb
Ἀκαδημαικός	Noun-M
Φιγαλεύς	Noun-M
ἀγακλειτός	Adjective
Θυρέα	Noun-F
ἀβασάνιστος	Adjective
ἀναπλήρωσις	Noun-F
Τραϊανός	Noun-M
Θαίς	Noun-F
Ἄτροπος	Noun-M
κυκεών	Noun-M
ἀχρειόω	Verb
Εὐπάτωρ	Noun-M
Ἀμφισσεύς	Noun-M
Παιονία	Noun-F
Ὕπανις	Noun-F
φθογγή	Noun-F
δουρικλειτός	Adjective
μηνιαῖος	Adjective
συγκαίω	Verb
πταρμός	Noun-M
σύνεσθίω	Verb
Τυφώς	Noun-M
ἐπιστημονικός	Adjective
ὁμιλητής	Noun-M
ποθή	Noun-F
Μίκυλλος	Noun-M
ἀρτύνω	Verb
τί	Adverb
εὔβοτος	Adjective
ἀμφίβληστρον	Noun-N
Σιν	Noun-M
Σηλω	Noun-M
ἐχθραίνω	Verb
Ναβουθαι	Noun-M
Διόφαντος	Noun-M
ἀταραξία	Noun-F
ἀοσσητήρ	Noun-M
δημηγορικός	Adjective
σάρδιον	Noun-N
Θρασυμήδης	Noun-M
ἀλλοτρίωσις	Noun-F
δάπτω	Verb
ἁλιεύω	Verb
θέρειος	Adjective
εὐσχημοσύνη	Noun-F
Ὀλυμπιονίκης	Noun-M
στύφω	Verb
Ἀστραῖος	Noun-M
ὁμόγνιος	Adjective
ἱππαγωγός	Adjective
Ἄμφις	Noun-F
τηλύγετος	Adjective
παραχαράσσω	Verb
ἐξοτρύνω	Verb
διάλειμμα	Noun-N
ἐνσημαίνω	Verb
Καύκων	Noun-M
ἀνάπηρος	Adjective
εὐμετάβολος	Adjective
ὀρφανία	Noun-F
δύσεργος	Adjective
κάλπη	Noun-F
Ληουίτης	Noun-M
θετός	Adjective
Ἀντίκυρα	Noun-F
ἠῷος	Adjective
δέλφαξ	Noun-F
Γερμανία	Noun-F
κόχλος	Noun-M
Καλλιστώ	Noun-F
φύτλη	Noun-F
ἀκολασταίνω	Verb
πολυθρύλητος	Adjective
Μαρισα	Noun-F
ἔποψ	Noun-M
ἀρραβών	Noun-M
Πανιώνιον	Noun-N
ἀνθαιρέω	Verb
Φθιῶτις	Noun-F
Μαίναλον	Noun-N
ὀφθαλμιάω	Verb
ἐκτάσις	Noun-F
εἰρωνεύομαι	Verb
περισκέπτομαι	Verb
θρέψις	Noun-F
ἴδμων	Noun-M
παρακαλύπτω	Verb
Ἀμυμώνη	Noun-F
ἀρχιοινοχόος	Noun-M
λογχοφόρος	Noun-M
χραίνω	Verb
Κάσιος	Noun-M
δημιούργημα	Noun-N
διαλυμαίνομαι	Verb
κορίσκος	Noun-M
Θαμαρ	Noun-F
Κελεός	Noun-M
ζηλότυπος	Noun-M
ἐπίσχεσις	Noun-F
ἀναμάχομαι	Verb
καχεξία	Noun-F
λίβυον	Noun-M
προκαθίζω	Verb
διδυμάων	Noun-M
χρηστικός	Adjective
τειχίον	Noun-N
Παρθικός	Noun-M
προσκατασκευάζω	Verb
ἀχάλινος	Adjective
Ἀθήνευς	Noun-M
ἀμφαφάω	Verb
ψάλτρια	Noun-F
ἀγχόθι	Adverb
ἠπύω	Verb
πανσυδίῃ	Adverb
δυσάρεστος	Adjective
χύδην	Adverb
ἐπίκηρος	Adjective
ἠχήεις	Adjective
περαῖος	Adjective
Γαζαῖος	Noun-M
οἰνοφλυγία	Noun-F
εἰλύω	Verb
Πλαταιᾶσι	Adverb
φατός	Adjective
Ἐργῖνος	Noun-M
μεσονύκτιον	Noun-N
ἄλεκτος	Adjective
ἐπόγδοος	Noun-M
συναρτάω	Verb
ἰσόω	Verb
ἀγκυλομήτης	Noun-M
νάπος	Noun-N
ἀναφαίρετος	Adjective
Μισαηλ	Noun-M
προσβιάζομαι	Verb
ἔξαρχος	Adjective
μνῆστις	Noun-F
ἰνδάλλομαι	Verb
Σκιώνη	Noun-F
Πίσων	Noun-M
ἀναπτερόω	Verb
Ἰοκάστη	Noun-F
κατακορής	Adjective
ἀποστίλβω	Verb
προπάσχω	Verb
ἀπερείσιος	Adjective
ἄρκιος	Adjective
ἀποφατικός	Adjective
ποτιπτύσσω	Verb
φρυάσσω	Verb
ἐθάς	Noun-M
καταλογίζομαι	Verb
σιναρός	Adjective
ἀμετάθετος	Adjective
θρῖον	Noun-N
Ἐκκλησιαστής	Noun-M
Μαρώνεια	Noun-F
σωματοειδής	Adjective
ἀκάμας	Noun-M
Ὀρτυγία	Noun-F
ἀναγωγεύς	Noun-M
Λικίννιος	Noun-M
μάκαρος	Adjective
ξεινήιον	Noun-N
Ἡνίοχος	Noun-M
Μάρδος	Noun-M
ἐπίσημον	Noun-N
ἄλειφαρ	Noun-N
Πυθιονίκη	Noun-F
αἰχμαλωτίς	Noun-F
κτέανον	Noun-N
Γλαύκη	Noun-F
καταντίον	Adverb
ἀνύμφευτος	Adjective
λοίδορος	Adjective
περισσεία	Noun-F
γαλεός	Noun-M
κελευστής	Noun-M
περίστυλον	Noun-N
ἄδυτον	Noun-N
σταλαγμός	Noun-M
Δείνων	Noun-M
κατακαλέω	Verb
Ἀναξίμανδρος	Noun-M
Λυκαονία	Noun-F
παράνοια	Noun-F
Ἐρυξίμαχος	Noun-M
Ποσειδώνιον	Noun-N
ἄμοτον	Adverb
μυρίζω	Verb
συνθεάομαι	Verb
γέννησις	Noun-F
ποτε	Adverb
μισητός	Adjective
ὁμόφωνος	Adjective
ἀνάχυσις	Noun-F
ἀποταφρεύω	Verb
καπηλεύω	Verb
φυλλορροέω	Verb
βολβός	Noun-M
σκέπασμα	Noun-N
κομέω	Verb
κουροτρόφος	Noun-F
καταστέφω	Verb
συννεύω	Verb
γεωγραφία	Noun-F
Ἶρος	Noun-M
σφάγιος	Adjective
Ἀγκαῖος	Noun-M
Πανθείᾳ	Noun-F
ναυλοχέω	Verb
Ιωσεδεκ	Noun-M
ἐπικροτέω	Verb
Βααλιμ	Noun-M
τοπαρχής	Noun-M
Μῶμος	Noun-M
ἀναλογέω	Verb
βουπλήξ	Noun-M
ὑσσός	Noun-M
πυλεών	Noun-M
σύνοπτος	Adjective
Χωρηβ	Noun-M
ἔκτοθι	Adverb
Σάμη	Noun-F
τεταγμένως	Adverb
Χάροψ	Noun-M
ἔκνομος	Adjective
κατοίχομαι	Verb
εἰσγράφω	Verb
ἐπισυνίστημι	Verb
εὐάγωγος	Adjective
κυβιστητήρ	Noun-M
σφαδάζω	Verb
ἐκπυρόω	Verb
παρασπάω	Verb
ἀναρρώννυμι	Verb
σκέπας	Noun-N
προασπίζω	Verb
δρομικός	Adjective
ἀνακρεμάννυμι	Verb
προσόμοιος	Noun-M
δεσπότις	Noun-F
ἐκριζόω	Verb
ἀποξηραίνω	Verb
συναφή	Noun-F
κορακῖνος	Noun-M
στρέβλη	Noun-F
προσκαθίζω	Verb
νίτρον	Noun-N
καρχαρόδους	Adjective
μεγαλόνοια	Noun-F
Ἀλκαμένης	Noun-M
βροτολοιγός	Adjective
ἐρεύθω	Verb
πρωτογένημα	Noun-N
προετοιμάζω	Verb
ἀφαυρός	Adjective
περιδύω	Verb
δεκαδαρχία	Noun-F
Βάκις	Noun-F
ἐνιαχοῦ	Adverb
ἀπειροκαλία	Noun-F
θηρίκλειος	Noun-M
Κυίντος	Noun-M
ἀπόπροθεν	Adverb
κέρκος	Noun-F
Ζεβεε	Noun-M
δημαρχικός	Adjective
εὔκηλος	Adjective
δοτήρ	Noun-M
Χρύσης	Noun-M
Σαφαν	Noun-M
Αια	Noun-F
ἀναπεπταμένος	Adjective
ἐπιχορηγέω	Verb
ἀλίαστος	Adjective
ἄλαλκε	Verb
Ἀρτοξέρξης	Noun-M
ὑπερβαλλόντως	Adverb
μετανάστιος	Noun-M
Θεανώ	Noun-F
Δαρδανίδης	Noun-M
νίκημα	Noun-N
ἁβρότης	Noun-F
διάβημα	Noun-N
πάθη	Noun-F
Σόλυμος	Noun-M
Ἀθαμάν	Noun-M
Κρώβυλος	Noun-M
ἀλήμων	Noun-M
Ἡράκλεα	Noun-F
παφλάζω	Verb
Ἀλώπεκος	Adverb
ζωρός	Adjective
ἀναφορεύς	Noun-M
μεσίτης	Noun-M
Θαμνα	Noun-F
ὕφορμος	Noun-M
ἐπόπτης	Noun-M
Ἄλεος	Noun-M
Δομέτιος	Noun-M
παγκρατιάζω	Verb
τιό	Interjection
ἄτροφος	Noun-M
Τελαμωνιάδης	Noun-M
εὔθυνος	Noun-M
ἀναχαιτίζω	Verb
στεφάνωμα	Noun-N
ἀποστάσιον	Noun-N
συμπροθυμέομαι	Verb
ψακάς	Noun-F
λιθάζω	Verb
τριακονταετής	Adjective
ἀγχώμαλος	Adjective
δραστικός	Adjective
φωτισμός	Noun-M
ἐπιπλοκή	Noun-F
τίη	Adverb
ἀποθλίβω	Verb
Ὀπόεις	Noun-F
ἐπικαίριος	Adjective
ἰαχέω	Verb
μυκτηρίζω	Verb
μελαγχολία	Noun-F
ὀφθαλμία	Noun-F
Ἄδαδος	Noun-M
εἰλίπους	Noun-M
πύον	Adjective
ἰάσιμος	Adjective
ἑπτάπορος	Noun-M
λαῖτμα	Noun-N
ἀφαμαρτάνω	Verb
εὐανδρέω	Verb
περιαλγέω	Verb
Ωσηε	Noun-M
Μίκυθος	Noun-M
ὑπνάω	Verb
σωλήν	Noun-M
Κριτόλαος	Noun-M
πολύτροφος	Adjective
γραπτός	Adjective
ἀπομανθάνω	Verb
ἀγεληδόν	Adverb
Ἀμφίνομος	Noun-M
διαχωρέω	Verb
ἐπαμάω	Verb
πρόπολος	Adjective
ἐπικουρικός	Adjective
ἀίδρυτος	Adjective
καταβιάζω	Verb
Κλεοφῶν	Noun-M
ἄποτος	Adjective
ἀπεύχομαι	Verb
χάλκωμα	Noun-N
ὡραιότης	Noun-F
Βρέννος	Noun-M
ἀκοσμέω	Verb
Μνασέας	Noun-M
Ἄντανδρος	Noun-M
περίρρυτος	Adjective
συμμαρτυρέω	Verb
συνεπισπάω	Verb
ἀταλαίπωρος	Adjective
περιπαθής	Adjective
Ελιεζερ	Noun-M
θεοπροπία	Noun-F
κρουνός	Noun-M
γεννητός	Adjective
περιφύω	Verb
ἀνυπέρθετος	Adverb
τετρήρης	Noun-F
Δοσίθεος	Noun-M
τραπέω	Verb
φθείρ	Noun-M
Ἶλος	Noun-M
θόλος	Noun-F
συμβουλευτικός	Adjective
λεηλασία	Noun-F
ὑποκατακλίνω	Verb
χειραγωγέω	Verb
λιθοκόλλητος	Adjective
ἀπηλιώτης	Noun-M
ἰσονομία	Noun-F
αἰχμάζω	Verb
Λύδδα	Noun-N
εὐρυάγυια	Adjective
Σόλοι	Noun-M
ἄλεισον	Noun-N
χανδάνω	Verb
πολυμαθής	Adjective
ἐπίλογος	Noun-M
μάγαδις	Noun-F
Μαγδαληνή	Noun-F
φαντασιόω	Verb
πτελέα	Noun-F
ἔπειξις	Noun-F
Ῥουβῆλος	Noun-M
καταχαρίζω	Verb
εὐσύνοπτος	Adjective
ἐπικαρπία	Noun-F
λύκαινα	Noun-F
διακινέω	Verb
ἰδιοτροπία	Noun-F
πρόσρημα	Noun-N
φονευτής	Noun-M
νομεύω	Verb
Ῥουτίλιος	Noun-M
ἐκμαγεῖον	Noun-N
χειρίς	Noun-F
Ἵρτιός	Noun-M
συνεκτικός	Adjective
Ασωρ	Noun-M
ἔντασις	Noun-F
Ἰωάνην	Noun-M
ἱπποσύνη	Noun-F
Διόδοτος	Noun-M
Φαίδων	Noun-M
συνετίζω	Verb
ἡμιθνής	Adjective
ἐπισπένδω	Verb
Φοινικικός	Adjective
φίλτερος	Adjective
ἀκαχμένος	Adjective
φυλακεύς	Noun-M
διασκευή	Noun-F
ἐκτυπόω	Verb
καλλίθριξ	Noun-M
παρασιτέω	Verb
πυγή	Noun-F
Βαιθωρων	Noun-M
παραζηλόω	Verb
ὥριος	Adjective
παρεδρεύω	Verb
κυνηγέω	Verb
φόρημα	Noun-N
ἀπνευστί	Adverb
Νομαντῖνος	Noun-M
ἀσκητικός	Adjective
προσμαρτυρέω	Verb
Μισαχ	Noun-M
ἑτοιμότης	Noun-F
κροῦμα	Noun-N
Πολυκλῆς	Noun-M
ἀργυρότοξος	Adjective
διαβατός	Adjective
ἄσπαρτος	Adjective
ποιήεις	Adjective
ἱππαρχέω	Verb
ἀκρότομος	Adjective
σταθερός	Adjective
Κελαιναί	Noun-F
ἀφωνία	Noun-F
συγκινέω	Verb
εὐρυθμία	Noun-F
Κυάνεαι	Noun-F
περιαλγής	Adjective
σωφρονιστής	Noun-M
ἀπόβλητος	Adjective
λαγνεία	Noun-F
ἐξακούω	Verb
ἀριπρεπής	Adjective
κλινίδιον	Noun-N
Ναζαρέθ	Noun-M
τύρσις	Noun-F
Σκιωναῖος	Noun-M
φορολογέω	Verb
προλοχίζω	Verb
προχράω	Verb
ἐπιτυχία	Noun-F
ἐπιμονή	Noun-F
χρησμολόγος	Adjective
λάσιον	Adjective
ἀργής	Noun-M
Οἰχαλία	Noun-F
Φλέγυας	Noun-M
μετατάσσω	Verb
Βυζάντιοv	Noun-N
δάσκιος	Adjective
φορεύς	Noun-M
νεάζω	Verb
ῥίον	Noun-N
Ἰσθμοῖ	Adverb
φιλοπότης	Noun-M
Σφοδρίας	Noun-M
ἐκπεράω	Verb
ἄνθη	Noun-F
ἀνακουφίζω	Verb
ἴδρις	Noun-M
πρωτόγονος	Adjective
ὀψοφαγία	Noun-F
στήκω	Verb
Ἰσαγόρας	Noun-M
Δόλων	Noun-M
γαστριμαργία	Noun-F
αἰσχροκερδής	Adjective
λαίνεος	Adjective
τρητός	Adjective
παστάς	Noun-F
ἁλιάς	Noun-F
σύμπτωσις	Noun-F
ἁλώσιμος	Adjective
ἀτελεύτητος	Adjective
Σιβα	Noun-M
Λάμπων	Noun-M
λογιστής	Noun-M
πρωκτός	Noun-M
Μάνεθως	Noun-M
ἰάπτω	Verb
Σιβύλλειος	Noun-N
ἐπικαίω	Verb
Ματθαῖος	Noun-M
Δέκιμος	Noun-M
τάσις	Noun-F
δυσώνυμος	Adjective
κλίσις	Noun-F
συναποδημέω	Verb
Μέλισσα	Noun-F
Μέγης	Noun-M
εὐήνιος	Noun-M
λεύκη	Noun-F
ἀσμενίζω	Verb
γαζοφύλαξ	Noun-M
εὐπαγής	Adjective
ἕργμα	Noun-N
ἄατος	Adjective
μεγαλοεργία	Noun-F
καινοποιέω	Verb
περιπορεύομαι	Verb
εὐσθενής	Adjective
βουθυτέω	Verb
ᾠδός	Noun-M
εφουδ	Noun-N
φιλοφρόνησις	Noun-F
γογγυλίς	Noun-F
ἀποσφάλλω	Verb
Ἀμβρακιώτης	Noun-M
αἱματηρός	Adjective
φιλέταιρος	Noun-M
ζοφερός	Adjective
Λεωχάρης	Noun-M
Μύρων	Noun-M
ἀνεπιστημοσύνη	Noun-F
Ἄρνη	Noun-F
διετής	Adjective
προεξέρχομαι	Verb
λυκάβας	Adjective
σταθμάω	Verb
ἀθῳόω	Verb
διάφραγμα	Noun-N
σμαραγέω	Verb
διψάς	Adjective
προαγωνίζομαι	Verb
Ἀναξίβιος	Noun-M
ἀναείρω	Verb
δυσδαίμων	Adjective
ὑπηνέμιος	Adjective
Πρύτανις	Noun-F
εἰσποίητος	Adjective
χειρουργία	Noun-F
Χαιρήμων	Noun-M
Μάλχος	Noun-M
ἀτρεμής	Adjective
Κεϊλα	Noun-F
Τιμόλαος	Noun-M
χόρτασμα	Noun-N
ὑποκρύπτω	Verb
νόμιος	Noun-M
πεσσός	Noun-M
Ναυσικάα	Noun-F
ἀμετάβλητος	Adjective
πομπίλος	Noun-M
καταφωράω	Verb
κατολισθάνω	Verb
ἀμφιφορεύς	Noun-M
Διομέδων	Noun-M
ἀργεννός	Adjective
προμάχομαι	Verb
συνεισβάλλω	Verb
δεξιότης	Noun-F
λάξ	Adverb
Νικαρέτη	Noun-F
καθοπλισμός	Noun-M
χλευασμός	Noun-M
Αναν	Noun-M
γαυριάω	Verb
λέπαδνον	Noun-N
παθητός	Adjective
ἐνυφαίνω	Verb
μετακοσμέω	Verb
μαναα	Noun-N
Πανοπεύς	Noun-M
εὐαγγελιστής	Noun-M
Ἀβιάθαρος	Noun-M
ἐπιμετρέω	Verb
καταφονεύω	Verb
προσεννέπω	Verb
ἱερόδουλος	Noun-M
ἐκκεντέω	Verb
καταλογάδην	Adverb
συλλαλέω	Verb
ἀγράμματος	Adjective
πλοκαμίς	Noun-F
ἀμπεχόνη	Noun-F
φυσώδης	Adjective
Πιττάλακος	Noun-M
ἐπικόπτω	Verb
ἐπιδιαιρέω	Verb
Μύρινα	Noun-F
μόνωσις	Noun-F
μέθυσος	Adjective
διατυπόω	Verb
χρύσωμα	Noun-N
Φενεάτης	Noun-M
γρυπός	Noun-M
προσαράσσω	Verb
ἀμέρδω	Verb
Ἀσίνιος	Noun-M
Κυνός	Noun-M
δυσχείμερος	Adjective
Νεοκλῆς	Noun-M
προφύλαξ	Noun-M
μέλινος	Adjective
πολύγονος	Adjective
Λάμος	Noun-M
νεόγαμος	Adjective
ἐγχρίω	Verb
ἔτος	Adverb
προπονέω	Verb
Ματθίας	Noun-M
ὑποχώρησις	Noun-F
ἐρυθαίνω	Verb
γενεαλογία	Noun-F
πεντηκόνταρχος	Noun-M
ἐπίμαχος	Adjective
